Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
21945153,Ever Yours: The Essential Letters,Vincent van Gogh,"Gogh, Vincent van","Leo Jansen, Hans Luijten, Nienke Bakker","=""0300209479""","=""9780300209471""",1,4.39,Yale University Press,Hardcover,784,2014,2014,,2018/11/18,,,read,,,,1,,,0,,,,,
27774720,The Human Superorganism: How the Microbiome Is Revolutionizing the Pursuit of a Healthy Life,Rodney Dietert,"Dietert, Rodney",,"=""1101983906""","=""9781101983904""",5,3.94,Dutton Books,Hardcover,352,2016,2016,,2018/11/18,,,read,,,,1,,,0,,,,,
21878228,Making Space: How the Brain Knows Where Things Are,Jennifer M. Groh,"Groh, Jennifer M.",,"=""0674863216""","=""9780674863217""",5,4.05,Belknap Press,Hardcover,256,2014,2014,,2018/11/18,,,read,,,,1,,,0,,,,,
26497885,"Perfectionism, Health, and Well-Being",Fuschia M Sirois,"Sirois, Fuschia M",Danielle Sirianni Molnar,"=""3319185810""","=""9783319185811""",4,4.00,Springer,Hardcover,304,2015,2015,,2018/11/18,,,read,,,,1,,,0,,,,,
904538,The Book of Tea,Kakuzō Okakura,"Okakura, Kakuzō",Elise Grilli,"=""0804800693""","=""9780804800693""",3,3.84,Tuttle,Hardcover Slipcased ,133,1989,1906,,2018/11/18,,,read,,,,1,,,0,,,,,
90556,"The Biology of Belief: Unleashing the Power of Consciousness, Matter and Miracles",Bruce H. Lipton,"Lipton, Bruce H.",,"=""0975991477""","=""9780975991473""",3,4.19,Mountain of Love,Hardcover,205,2005,2005,,2018/11/18,,,read,,,,1,,,0,,,,,
19027386,Meteorology or Weather Explained,John Gordon M'Pherson,"M'Pherson, John Gordon",,"=""""","=""""",4,3.12,,Kindle Edition,126,2012,1905,,2018/11/18,,,read,,,,1,,,0,,,,,
39036612,"Collected Essays: Discourses, Biological and Geological",Thomas Henry Huxley,"Huxley, Thomas Henry",,"=""1340476738""","=""9781340476731""",3,3.67,Sagwan Press,Hardcover,414,2015,,,2018/11/18,,,read,,,,1,,,0,,,,,
13440532,22 Goblins [Illustrated],Arthur W. Ryder,"Ryder, Arthur W.",,"=""""","=""""",2,3.31,MacMay22,ebook,98,,1917,,2018/11/18,,,read,,,,1,,,0,,,,,
26370173,Medieval Philosophy: A Very Short Introduction,John Marenbon,"Marenbon, John",,"=""019966322X""","=""9780199663224""",3,3.64,"Oxford University Press, USA",Paperback,152,2016,2016,,2018/11/18,,,read,,,,1,,,0,,,,,
21492093,Coral Reefs: A Very Short Introduction,Charles Sheppard,"Sheppard, Charles",,"=""0199682771""","=""9780199682775""",3,3.86,"Oxford University Press, USA",Paperback,144,2014,2014,,2018/11/18,,,read,,,,1,,,0,,,,,
22104306,Microbiology: A Very Short Introduction,Nicholas P. Money,"Money, Nicholas P.",,"=""0199681686""","=""9780199681686""",3,3.88,"Oxford University Press, USA",Paperback,144,2015,2014,,2018/11/18,,,read,,,,1,,,0,,,,,
23215840,Plate Tectonics: A Very Short Introduction,Péter Molnár,"Molnár, Péter",,"=""0198728263""","=""9780198728269""",3,3.73,"Oxford University Press, USA",Paperback,152,2015,2015,,2018/11/18,,,read,,,,1,,,0,,,,,
25750082,Medieval Literature: A Very Short Introduction,Elaine M. Treharne,"Treharne, Elaine M.",,"=""9780199668""","=""""",3,3.38,Oxford University Press,Paperback,160,2015,2015,,2018/11/18,,,read,,,,1,,,0,,,,,
27310222,Learning: A Very Short Introduction,Mark Haselgrove,"Haselgrove, Mark",,"=""0199688362""","=""9780199688364""",3,3.52,"Oxford University Press, USA",Paperback,144,2016,,,2018/11/18,,,read,,,,1,,,0,,,,,
25913265,Philosophy in the Islamic World: A Very Short Introduction (Very Short Introductions),Peter Adamson,"Adamson, Peter",,"=""""","=""""",3,3.89,OUP Oxford,Kindle Edition,152,2015,2015,,2018/11/18,,,read,,,,1,,,0,,,,,
26401341,Fungi: A Very Short Introduction,Nicholas P. Money,"Money, Nicholas P.",,"=""0199688788""","=""9780199688784""",3,3.87,"Oxford University Press, USA",Paperback,144,2016,2016,,2018/11/18,,,read,,,,1,,,0,,,,,
30231813,Flavor: The Science of Our Most Neglected Sense,Bob Holmes,"Holmes, Bob",,"=""0393244423""","=""9780393244427""",3,3.95,W. W. Norton  Company,Hardcover,320,2017,2017,,2018/11/18,,,read,,,,1,,,0,,,,,
10831949,Eskimo Folk-Tales,Knud Rasmussen,"Rasmussen, Knud",,"=""""","=""""",3,3.30,Public Domain Books,Kindle Edition,,2009,1921,,2018/11/18,,,read,,,,1,,,0,,,,,
7990554,Romances of Old Japan,Yei Theodora Ozaki,"Ozaki, Yei Theodora",,"=""1152770837""","=""9781152770836""",3,3.73,General Books,Paperback,118,2010,2010,,2018/11/18,,,read,,,,1,,,0,,,,,
35613982,Australian Legendary Tales Folk-Lore of the Noongahburrahs As Told To The Piccaninnies,K. Langloh Parker,"Parker, K. Langloh",,"=""""","=""""",3,3.00,,Kindle Edition,119,2017,,,2018/11/18,,,read,,,,1,,,0,,,,,
12405397,Fairy Tales from Brazil How and Why Tales from Brazilian Folk-Lore,Elsie Spicer Eells,"Eells, Elsie Spicer",,"=""""","=""""",3,3.55,,Kindle Edition,244,,2002,,2018/11/18,,,read,,,,1,,,0,,,,,
1556521,The Formation of the English Common Law: Law and Society in England from the Norman Conquest to Magna Carta--The Medieval World Series--,John Hudson,"Hudson, John",,"=""0582070260""","=""9780582070264""",3,3.33,Taylor & Francis,Paperback,271,1996,1996,,2018/11/18,,,read,,,,1,,,0,,,,,
10467255,"The Beaver: Its Life and Impact, Second Edition",Dietland Müller-Schwarze,"Müller-Schwarze, Dietland",,"=""0801450101""","=""9780801450105""",3,4.14,Comstock Publishing,Hardcover,216,2011,2011,,2018/11/18,,,read,,,,1,,,0,,,,,
4016515,Letter to My Daughter,Maya Angelou,"Angelou, Maya",,"=""1400066124""","=""9781400066124""",4,4.11,Random House,Hardcover,166,2008,2008,,2018/11/18,,,read,,,,1,,,0,,,,,
2142809,Ideas That Shaped Mankind: A Concise History of Human Thought,Felipe Fernández-Armesto,"Fernández-Armesto, Felipe",,"=""0760778264""","=""9780760778265""",3,3.16,Barnes & Noble Audio,CD-ROM,88,1990,1990,,2018/11/18,,,read,,,,1,,,0,,,,,
15645,Inferno (The Divine Comedy #1),Dante Alighieri,"Alighieri, Dante",Anthony M. Esolen,"=""0812970063""","=""9780812970067""",3,4.00,Modern Library,Paperback,490,2003,1307,,2018/11/18,,,read,,,,1,,,0,,,,,
110995,Before the Dawn: Recovering the Lost History of Our Ancestors,Nicholas J. Wade,"Wade, Nicholas J.",,"=""014303832X""","=""9780143038320""",3,4.00,Penguin ,Paperback,314,2007,2006,2015/01/01,2018/01/09,,,read,,,,1,,,0,,,,,
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Skloot, Rebecca",,"=""1400052173""","=""9781400052172""",1,4.06,Crown Publishing Group,Hardcover,370,2010,2010,2014/01/01,2018/08/11,,,read,,,,1,,,0,,,,,
238727,My First Summer in the Sierra,John Muir,"Muir, John",,"=""0486437353""","=""9780486437354""",4,4.11,Dover Publications,Paperback,160,2004,1911,2014/01/01,2018/04/20,,,read,,,,1,,,0,,,,,
10534,The Art of War,Sun Tzu,"Tzu, Sun",Thomas Cleary,"=""1590302257""","=""9781590302255""",2,3.97,Shambhala,Paperback,273,2005,-500,2015/01/01,2018/08/11,,,read,,,,1,,,0,,,,,
23995249,The Invention of Nature: Alexander von Humboldt's New World,Andrea Wulf,"Wulf, Andrea",,"=""038535066X""","=""9780385350662""",4,4.33,Knopf,Hardcover,473,2015,2015,2016/01/01,2018/01/03,,,read,,,,1,,,0,,,,,
2060662,Beans: A History,Ken Albala,"Albala, Ken",,"=""1845204301""","=""9781845204303""",4,3.59,Bloomsbury Academic,Hardcover,256,2007,2007,2017/01/01,2018/04/27,,,read,,,,1,,,0,,,,,
25733983,Lab Girl,Hope Jahren,"Jahren, Hope",,"=""1101874937""","=""9781101874936""",2,4.02,Knopf,Hardcover,290,2016,2016,2016/01/01,2018/04/20,,,read,,,,1,,,0,,,,,
1831667,"The Horse, the Wheel, and Language: How Bronze-Age Riders from the Eurasian Steppes Shaped the Modern World",David W. Anthony,"Anthony, David W.",,"=""0691058873""","=""9780691058870""",5,3.98,Princeton University Press,Hardcover,568,2007,2007,2016/01/01,2018/01/03,recommendations,recommendations (#7),read,,,,1,,,0,,,,,
18521,A Room of One's Own,Virginia Woolf,"Woolf, Virginia",,"=""0141183535""","=""9780141183534""",3,4.14,Penguin Books,Paperback,112,2000,1929,2015/01/01,2018/08/11,,,read,,,,1,,,0,,,,,
28862,The Prince,Niccolò Machiavelli,"Machiavelli, Niccolò","Rufus Goodwin, Benjamin Martinez","=""0937832383""","=""9780937832387""",2,3.81,Dante University of America Press,Paperback,140,2003,1513,2015/01/01,2018/08/11,,,read,,,,1,,,0,,,,,
1706634,A Reef in Time: The Great Barrier Reef from Beginning to End,J.E.N. Veron,"Veron, J.E.N.",,"=""0674026799""","=""9780674026797""",4,3.42,Belknap Press,Hardcover,289,2008,2008,2017/01/01,2018/01/03,,,read,,,,1,,,0,,,,,
25953369,Hidden Figures,Margot Lee Shetterly,"Shetterly, Margot Lee",,"=""0062363603""","=""9780062363602""",3,3.96,William Morrow Paperbacks,Paperback,368,2016,2016,2016/01/01,2018/08/11,,,read,,,,1,,,0,,,,,
11230081,Seriously... I'm Kidding,Ellen DeGeneres,"DeGeneres, Ellen",,"=""0446585025""","=""9780446585026""",3,3.72,Grand Central Publishing,Hardcover,241,2011,2011,2016/01/01,2018/05/19,,,read,,,,1,,,0,,,,,
9791378,Field Notes on Science & Nature,Michael R. Canfield,"Canfield, Michael R.","Edward O. Wilson, George B. Schaller, Bernd Heinrich, Bernd Kaufman","=""0674057570""","=""9780674057579""",2,4.10,Harvard University Press,Hardcover,297,2011,2011,2017/01/01,2018/08/11,,,read,,,,1,,,0,,,,,
8303977,The Sound of a Wild Snail Eating,Elisabeth Tova Bailey,"Bailey, Elisabeth Tova",,"=""1565126068""","=""9781565126060""",1,4.06,Algonquin Books,Hardcover,170,2010,2010,2014/01/01,2018/04/20,,,read,,,,1,,,0,,,,,
22609521,"The Reason for Flowers: Their History, Culture, Biology, and How They Change Our Lives",Stephen Buchmann,"Buchmann, Stephen",,"=""1476755523""","=""9781476755526""",2,3.65,Scribner,Hardcover,352,2015,2015,2017/01/01,2018/01/21,,,read,,,,1,,,0,,,,,
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""0307352145""","=""9780307352149""",4,4.06,"Crown Publishing Group/Random House, Inc.",Hardcover,333,2012,2012,2015/01/01,2018/05/16,recommendations,recommendations (#22),read,,,,1,,,0,,,,,
23150052,Plant Behaviour and Intelligence,Anthony J. Trewavas,"Trewavas, Anthony J.",,"=""0199539545""","=""9780199539543""",5,4.38,"Oxford University Press, USA",Hardcover,291,2014,2014,2017/01/01,2018/01/03,recommendations,recommendations (#4),read,,,,1,,,0,,,,,
23013818,"The Triumph of Seeds: How Grains, Nuts, Kernels, Pulses, and Pips Conquered the Plant Kingdom and Shaped Human History",Thor Hanson,"Hanson, Thor",,"=""0465055990""","=""9780465055999""",5,4.07,Basic Books,Hardcover,277,2015,2015,2016/01/01,2018/01/03,recommendations,recommendations (#9),read,,,,1,,,0,,,,,
576516,Animal Architects: Building and the Evolution of Intelligence,James L. Gould,"Gould, James L.",Carol Grant Gould,"=""0465027822""","=""9780465027828""",5,3.86,Basic Books (AZ),Hardcover,324,2007,2007,2017/01/01,2018/01/03,,,read,,,,1,,,0,,,,,
18465526,A Sting in the Tale: My Adventures with Bumblebees,Dave Goulson,"Goulson, Dave",,"=""1250048370""","=""9781250048370""",4,4.28,Picador,Hardcover,288,2014,2013,2016/01/01,2018/01/11,,,read,,,,1,,,0,,,,,
11148989,Catching Fire: How Cooking Made Us Human,Richard W. Wrangham,"Wrangham, Richard W.",,"=""""","=""9780465013623""",5,3.86,Basic Books,Hardcover,309,2009,2009,2016/01/01,2018/01/03,recommendations,recommendations (#10),read,,,,1,,,0,,,,,
17736859,"The Story of the Human Body: Evolution, Health, and Disease",Daniel E. Lieberman,"Lieberman, Daniel E.",,"=""0307907414""","=""9780307907417""",5,4.24,Vintage,ebook,480,2013,2013,2017/01/01,2018/01/03,,,read,,,,1,,,0,,,,,
6649312,Whistling Vivaldi: And Other Clues to How Stereotypes Affect Us,Claude M. Steele,"Steele, Claude M.",,"=""039306249X""","=""9780393062496""",5,3.91,W. W. Norton & Company,Hardcover,242,2010,2010,2016/01/01,2018/01/03,recommendations,recommendations (#2),read,,,,1,,,0,,,,,
35167718,"""What Do You Care What Other People Think?"": Further Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.",Ralph Leighton,"=""0393355640""","=""9780393355642""",1,4.27,W. W. Norton  Company,Paperback,288,2018,1988,2014/01/01,2018/08/11,,,read,,,,1,,,0,,,,,
44933,Breaking the Maya Code,Michael D. Coe,"Coe, Michael D.",,"=""0500281335""","=""9780500281338""",5,4.03,Thames  Hudson,Paperback,304,1999,1992,2016/01/01,2018/01/03,,,read,,,,1,,,0,,,,,
25663604,The Most Perfect Thing: Inside and Outside a Bird's Egg,Tim Birkhead,"Birkhead, Tim",,"=""1632863693""","=""9781632863690""",3,3.90,Bloomsbury USA,Hardcover,304,2016,2016,2017/01/01,2018/01/03,,,read,,,,1,,,0,,,,,
25622794,The Cabaret of Plants: Forty Thousand Years of Plant Life and the Human Imagination,Richard Mabey,"Mabey, Richard",,"=""0393239977""","=""9780393239973""",3,3.75,W. W. Norton  Company,Hardcover,384,2016,2016,2017/01/01,2018/01/21,,,read,,,,1,,,0,,,,,
9778945,The Shallows: What the Internet Is Doing to Our Brains,Nicholas Carr,"Carr, Nicholas",,"=""0393339750""","=""9780393339758""",4,3.87,W. W. Norton  Company,Paperback,280,2011,2010,2014/01/01,2018/01/03,,,read,,,,1,,,0,,,,,
18154,The Cuckoo's Egg: Tracking a Spy Through the Maze of Computer Espionage,Clifford Stoll,"Stoll, Clifford",,"=""1416507787""","=""9781416507789""",4,4.22,Gallery Books,Paperback,399,2005,1989,2014/01/01,2018/05/12,,,read,,,,1,,,0,,,,,
7005361,Glow in the Dark,Kanye West,"West, Kanye",Nabil Elderkin,"=""0847832406""","=""9780847832408""",5,4.23,Rizzoli,Hardcover,288,2009,2009,2018/01/01,2018/01/03,recommendations,recommendations (#12),read,,,,1,,,0,,,,,
35368319,"Journeys in Persia and Kurdistan, Volume 1 (of 2)",Isabella Lucy Bird,"Bird, Isabella Lucy",,"=""1546733493""","=""9781546733492""",1,3.62,Createspace Independent Publishing Platform,Paperback,254,2017,2004,2018/01/01,2018/08/06,,,read,,,,1,,,0,,,,,
1297985,Musicophilia: Tales of Music and the Brain,Oliver Sacks,"Sacks, Oliver",,"=""0676979785""","=""9780676979787""",5,3.91,Knopf Canada,Hardcover,400,2007,2007,2014/01/01,2018/05/12,,,read,,,,1,,,0,,,,,
7170627,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",2,4.31,Scribner,Hardcover,571,2010,2010,2016/01/01,2018/08/11,,,read,,,,1,,,0,,,,,
20663689,Capturing Music: The Story of Notation,Thomas Forrest Kelly,"Kelly, Thomas Forrest",,"=""0393064964""","=""9780393064964""",5,3.82,W. W. Norton & Company,Hardcover,256,2014,2014,,2018/01/03,,,read,,,,1,,,0,,,,,
6086725,Remarkable Creatures: Epic Adventures in the Search for the Origin of Species,Sean B. Carroll,"Carroll, Sean B.",,"=""015101485X""","=""9780151014859""",2,4.08,Houghton Mifflin Harcourt,Hardcover,331,2009,2006,2017/01/01,2018/08/11,,,read,,,,1,,,0,,,,,
7721002,Evolution of Sleep: Phylogenetic and Functional Perspectives,Patrick  McNamara,"McNamara, Patrick","Robert Barton, Charles Nunn","=""0521894972""","=""9780521894975""",4,3.86,Cambridge University Press,Hardcover,277,2009,2009,2017/01/01,2018/01/03,,,read,,,,1,,,0,,,,,
984598,Masters of Deception: The Gang That Ruled Cyberspace,Michelle Slatalla,"Slatalla, Michelle",Joshua Quittner,"=""0060926945""","=""9780060926946""",5,3.90,Harper Perennial,Paperback,240,1995,1995,2014/01/01,2018/05/12,,,read,,,,1,,,0,,,,,
1320753,Olduvai Gorge: My Search for Early Man,Mary Leakey,"Leakey, Mary",,"=""0002116138""","=""9780002116138""",3,4.20,Collins,Hardcover,187,1979,1971,2018/01/01,2018/01/09,,,read,,,,1,,,0,,,,,
13259775,"Gifts of the Crow: How Perception, Emotion, and Thought Allow Smart Birds to Behave Like Humans",John M. Marzluff,"Marzluff, John M.",Tony Angell,"=""143919873X""","=""9781439198735""",5,3.89,Simon & Schuster,Hardcover,304,2012,2012,2017/01/01,2018/01/03,,,read,,,,1,,,0,,,,,
8308157,Your Brain on Food: How Chemicals Control Your Thoughts and Feelings,Gary L. Wenk,"Wenk, Gary L.",,"=""0195388542""","=""9780195388541""",5,3.41,"Oxford University Press, USA",Hardcover,179,2010,2010,2017/01/01,2018/01/03,,,read,,,,1,,,0,,,,,
13355068,How Not to Be Eaten: The Insects Fight Back,Gilbert Waldbauer,"Waldbauer, Gilbert",,"=""0520269128""","=""9780520269125""",5,3.94,University of California Press,Hardcover,240,2012,2012,2017/01/01,2018/01/03,,,read,,,,1,,,0,,,,,
27309508,A World from Dust: How the Periodic Table Shaped Life,Ben  McFarland,"McFarland, Ben",,"=""0190275014""","=""9780190275013""",5,4.14,"Oxford University Press, USA",Hardcover,352,2016,,2017/01/01,2018/01/03,recommendations,recommendations (#5),read,,,,1,,,0,,,,,
29801667,The Mystery of the Hanging Garden of Babylon: An Elusive World Wonder Traced,Stephanie Dalley,"Dalley, Stephanie",Napoleon Ryan,"=""152266694X""","=""9781522666943""",3,3.84,Audible Studios on Brilliance Audio,Audio CD,,2016,2013,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
3020542,"Songs, Roars, and Rituals: Communication in Birds, Mammals, and Other Animals",Lesley J. Rogers,"Rogers, Lesley J.",Gisela Kaplan,"=""0674008278""","=""9780674008274""",5,3.43,Allen & Unwin Australia,Paperback,224,2002,2000,2017/01/01,2018/01/03,,,read,,,,1,,,0,,,,,
18696733,In the Company of Mushrooms,Elio Schaechter,"Schaechter, Elio",,"=""0674432746""","=""9780674432741""",4,4.19,Harvard University Press,Hardcover,296,2014,1997,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
13029271,Mushroom,Nicholas P. Money,"Money, Nicholas P.",,"=""0199732566""","=""9780199732562""",4,3.95,"Oxford University Press, USA",Hardcover,201,2011,2011,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
29444529,Cognitive Behavioral Therapy Techniques and Strategies,Amy Wenzel,"Wenzel, Amy","Keith S. Dobson, Pamela A. Hays","=""1433822377""","=""9781433822377""",4,4.00,American Psychological Association (APA),Hardcover,240,2016,,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
26262322,The Tears of Re: Beekeeping in Ancient Egypt,Gene Kritsky,"Kritsky, Gene",,"=""019936138X""","=""9780199361380""",3,3.75,"Oxford University Press, USA",Hardcover,133,2015,2015,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
26721132,Cheats and Deceits: How Animals and Plants Exploit and Mislead,Martin  Stevens,"Stevens, Martin",,"=""0198707894""","=""9780198707899""",5,3.81,Oxford University Press,Hardcover,320,2016,2016,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
27189523,On the Scent: A Journey Through the Science of Smell,Paolo Pelosi,"Pelosi, Paolo",,"=""0198719051""","=""9780198719052""",5,3.86,"Oxford University Press, USA",Hardcover,256,2016,2016,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
16672381,Deep History: The Architecture of Past and Present,Andrew Shryock,"Shryock, Andrew",Daniel Lord Smail,"=""6613278203""","=""9786613278203""",5,3.65,Milliken,ebook,360,2011,2011,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
570892,Libraries in the Ancient World,Lionel Casson,"Casson, Lionel",,"=""0300097212""","=""9780300097214""",4,3.78,Yale University Press,Paperback,177,2002,2001,2017/01/01,2018/01/09,,,read,,,,1,,,0,,,,,
28999440,The Bad-Ass Librarians of Timbuktu,Joshua Hammer,"Hammer, Joshua",,"=""1410490033""","=""9781410490032""",2,3.47,Thorndike Press,Hardcover,430,2016,2016,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
23602553,Elephant Company: The Inspiring Story of an Unlikely Hero and the Animals Who Helped Him Save Lives in World War II,Vicki Constantine Croke,"Croke, Vicki Constantine",,"=""0812981650""","=""9780812981650""",2,4.22,Random House Trade Paperbacks,Paperback,368,2015,2014,2016/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
30753827,Dark Territory: The Secret History of Cyber War,Fred Kaplan,"Kaplan, Fred",,"=""1476763267""","=""9781476763262""",1,3.90,Simon  Schuster,Paperback,352,2017,2016,2016/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
16967619,The Essential Naturalist: Timeless Readings in Natural History,Paul Kuykendall Dayton,"Dayton, Paul Kuykendall",,"=""1283097583""","=""9781283097581""",1,1.00,University of Chicago Press,ebook,550,2011,2011,2016/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
23492600,F*ck Feelings: One Shrink's Practical Advice for Managing All Life's Impossible Problems,Michael I. Bennett,"Bennett, Michael I.",Sarah    Bennett,"=""1476789991""","=""9781476789996""",1,3.45,Simon  Schuster,Hardcover,384,2015,2015,2016/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
21905579,Making the Modern World: Materials and Dematerialization,Vaclav Smil,"Smil, Vaclav",,"=""1299966411""","=""9781299966413""",2,3.72,John Wiley & Sons,ebook,243,2014,2013,2016/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
26192897,Landmarks,Robert Macfarlane,"Macfarlane, Robert",,"=""0241253667""","=""9780241253663""",2,4.25,Hamish Hamilton,Hardcover,400,2015,2015,2016/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
23847926,You Could Look It Up: The Reference Shelf from Ancient Babylon to Wikipedia,Jack Lynch,"Lynch, Jack",,"=""080277752X""","=""9780802777522""",5,3.79,Bloomsbury Publishing PLC,Hardcover,453,2016,2015,2016/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
